TAX_MAP,plat,lot,unit,CLASS,SHORT_DESC,FORMATED_ADDRESS,ZIP_POSTAL
014-0056-0000,14,56,0,2,2 -5 Family,37 East Manning,02906
043-0260-0000,43,260,0,13,Residential Vacant Land,31 Puritan St,02907
020-0343-0001,20,343,1,72,Church,70 Clifford St Unit 1,02903
028-0833-0000,28,833,0,2,2 -5 Family,25 Grove St,02909
047-0770-0000,47,770,0,80,State,132 Oxford St,02905
079-0070-0000,79,70,0,1,Single Family,60 Hazael St,02904
075-0040-0000,75,40,0,1,Single Family,3 Collyer St,02906
072-0424-0000,72,424,0,4,Combination,393 Branch Ave,02904
048-0022-0000,48,22,0,1,Single Family,14 Gordon Ave,02905
028-1075-0000,28,1075,0,4,Combination,445 Atwells Ave,NA
084-0586-0000,84,586,0,5,Commercial I,1094 Chalkstone Ave,02909
031-0229-00EX,31,229,00EX,72,Church,436 Cranston St,02907
053-0070-0000,53,70,0,13,Residential Vacant Land,169 Gallup St,02905
029-0109-0000,29,109,0,14,CI Vacant Land,265 Dean St,02909
028-0245-0000,28,245,0,3,Apartment Building,81 America St,02909
070-0584-0000,70,584,0,2,2 -5 Family,119 Donelson St,02904
049-0226-0000,49,226,0,2,2 -5 Family,594 Public St,02907
087-0334-0000,87,334,0,2,2 -5 Family,169 Vermont Ave,02905
059-0730-0000,59,730,0,13,Residential Vacant Land,12 Fisk St,02905
072-0001-0000,72,1,0,1,Single Family,78 Hall St,02904
120-0131-0000,120,131,0,6,Commercial II,228 Oakland Ave,02908
065-0475-0000,65,475,0,2,2 -5 Family,46 Huron St,02909
025-0409-0000,25,409,0,5,Commercial I,62 Carpenter St,02909
033-0672-008B,33,672,008B,23,Residential Condo,84 Tell St,NA
042-0457-0000,42,457,0,14,CI Vacant Land,343 Huntington Ave,02909
059-0021-0000,59,21,0,4,Combination,1363 Broad St,NA
043-1031-8LAW,43,1031,8LAW,12,Miscellaneous,15 Vineyard St,02907
049-0087-0000,49,87,0,14,CI Vacant Land,704 Public St,02907
021-0386-0000,21,386,0,14,CI Vacant Land,173 Chestnut St,02901
026-0154-0000,26,154,0,3,Apartment Building,33 Spruce St,02909
033-0672-009B,33,672,009B,23,Residential Condo,84 Tell St,NA
026-0090-0000,26,90,0,13,Residential Vacant Land,57 Federal St,02909
060-0172-0000,60,172,0,80,State,277 Melrose St,NA
110-0033-0000,110,33,0,4,Combination,664 Plainfield St,02909
045-0077-0021,45,77,21,24,Commercial Condo,120 Dudley St,02905
073-0042-0000,73,42,0,2,2 -5 Family,156 Fifth St,02906
077-0354-0000,77,354,0,13,Residential Vacant Land,28 Nellie St,NA
053-0662-0000,53,662,0,13,Residential Vacant Land,8 Meni Ct,02905
062-0120-0000,62,120,0,14,CI Vacant Land,153 Putnam St,02909
034-0349-0000,34,349,0,2,2 -5 Family,657 Manton Ave,02909
068-0426-0000,68,426,0,13,Residential Vacant Land,258 Orms St,02908
060-0047-0000,60,47,0,13,Residential Vacant Land,829R Elmwood Ave,02907
031-0318-8LAW,31,318,8LAW,12,Miscellaneous,158 Bellevue Ave,02907
009-0376-0000,9,376,0,13,Residential Vacant Land,138 Prospect St,02906
062-0554-8LAW,62,554,8LAW,12,Miscellaneous,21 Appleton St,02909
005-0515-0007,5,515,7,24,Commercial Condo,851 North Main,02906
044-0128-0000,44,128,0,13,Residential Vacant Land,55 Moore St,02907
070-0012-0000,70,12,0,4,Combination,375 Admiral St,02904
030-0281-0000,30,281,0,2,2 -5 Family,58 Wilson St,02907
031-0550-0000,31,550,0,2,2 -5 Family,29 Ford St,02907
029-0316-0000,29,316,0,72,Church,40 Haskins St,02905
061-0887-0000,61,887,0,13,Residential Vacant Land,160 Sinclair Ave,02905
005-0197-0000,5,197,0,2,2 -5 Family,30 Royal St,02906
048-0005-0000,48,5,0,13,Residential Vacant Land,415 Cahill St,02905
031-0302-0000,31,302,0,2,2 -5 Family,37 Waverly St,02907
126-0007-003L,126,7,003L,24,Commercial Condo,400 Reservoir Ave,02907
009-0160-0002,9,160,2,23,Residential Condo,21 Pratt St,02906
049-0013-0000,49,13,0,3,Apartment Building,38 Mawney St,02907
079-0701-0000,79,701,0,6,Commercial II,121 Lubec St,02908
075-0048-0000,75,48,0,1,Single Family,26 Concord St,02906
085-0227-0000,85,227,0,13,Residential Vacant Land,348 Jastram St,02908
051-0070-0000,51,70,0,2,2 -5 Family,155 Reservoir Ave,02905
006-0370-0000,6,370,0,2,2 -5 Family,177 Ivy St,02906
065-0973-0000,65,973,0,78,Municipal,4 Dorr St,02909
028-0787-0000,28,787,0,7,Industrial,99 De Pasquale Ave,02909
021-0416-0000,21,416,0,75,Hospital,19 Imperial Pl,NA
075-0193-0000,75,193,0,14,CI Vacant Land,1178 North Main,02906
046-0314-0000,46,314,0,6,Commercial II,223 Allens Ave,02905
029-0079-0000,29,79,0,2,2 -5 Family,27 Penelope Pl,02909
070-0100-0000,70,100,0,1,Single Family,510 Douglas Ave,02904
123-0267-0000,123,267,0,4,Combination,770 Douglas Ave,02904
051-0072-0000,51,72,0,13,Residential Vacant Land,151 Reservoir Ave,02905
101-0349-0000,101,349,0,10,Utility,70 Virginia Ave,02905
013-0045-0000,13,45,0,5,Commercial I,235 Meeting St,02906
027-0272-0000,27,272,0,5,Commercial I,36 Pleasant Valley,NA
035-0483-0000,35,483,0,4,Combination,7 Parade St,02909
030-0689-8LAW,30,689,8LAW,12,Miscellaneous,45 Parkis Ave,02907
063-0269-8LAW,63,269,8LAW,12,Miscellaneous,238 Amherst St,02909
052-0361-0000,52,361,0,1,Single Family,192 Lenox Ave,02907
084-0265-0000,84,265,0,1,Single Family,528 Pleasant Valley Pkwy,02908
101-0228-0000,101,228,0,14,CI Vacant Land,235 New York Ave,02905
065-0867-0000,65,867,0,14,CI Vacant Land,10 Allston St,02901
028-0982-0005,28,982,5,23,Residential Condo,52 America St,NA
110-0445-0000,110,445,0,5,Commercial I,109 Farmington Ave,02909
034-0115-0000,34,115,0,13,Residential Vacant Land,25 Leander St,02901
062-0212-0000,62,212,0,2,2 -5 Family,748 Atwells Ave,02909
028-0707-0000,28,707,0,2,2 -5 Family,16 Vinton St,02909
008-0203-0000,8,203,0,2,2 -5 Family,50 Doyle Ave,02906
124-0393-0000,124,393,0,10,Utility,33 Wanskuck Ave,02908
010-0423-0000,10,423,0,2,2 -5 Family,144 Lloyd Ave,02906
033-0238-0000,33,238,0,2,2 -5 Family,135 Almy St,02909
071-0561-0000,71,561,0,13,Residential Vacant Land,66 Silver Spring St,02904
017-0338-0000,17,338,0,2,2 -5 Family,303 Williams St,02906
057-0039-0000,57,39,0,1,Single Family,227 Pavilion Ave,02905
016-0473-0000,16,473,0,6,Commercial II,236 Wickenden St,02906
119-0019-0000,119,19,0,78,Municipal,426 Admiral St,02908
057-0189-0000,57,189,0,5,Commercial I,1204 Broad St,02905
032-0462-0000,32,462,0,2,2 -5 Family,1315 Westminster St,02907
024-0039-0000,24,39,0,14,CI Vacant Land,93 Stewart St,02905
039-0706-0000,39,706,0,72,Church,51 Cole Ave,02906
006-0607-0000,6,607,0,1,Single Family,71 Forest St,02906
089-0383-0000,89,383,0,14,CI Vacant Land,99 Dixon St,02907
039-0287-0000,39,287,0,1,Single Family,17 Adelphi Ave,02906
049-0389-0000,49,389,0,4,Combination,489 Elmwood Ave,02907
069-0038-0000,69,38,0,71,Charitable,12 Sparrow St,02901
045-0681-0000,45,681,0,2,2 -5 Family,10 Marlborough Ave,02905
003-0380-0000,3,380,0,80,State,103 State St,02908
073-0272-0000,73,272,0,2,2 -5 Family,41 Exeter St,02906
068-0558-0000,68,558,0,2,2 -5 Family,74 Lydia St,02908
051-0130-0000,51,130,0,2,2 -5 Family,39 Sibley St,02905
028-0363-0004,28,363,4,23,Residential Condo,265 Atwells Ave,02909
073-0107-0000,73,107,0,2,2 -5 Family,115 Fourth St,02906
036-0195-0000,36,195,0,13,Residential Vacant Land,88 Wood St,02907
014-0546-0000,14,546,0,3,Apartment Building,190 Waterman St,02906
016-0570-0050,16,570,50,23,Residential Condo,372 South Main,02906
087-0006-0000,87,6,0,2,2 -5 Family,378 New York Ave,02905
048-0198-0000,48,198,0,2,2 -5 Family,294 Swan St,02905
059-0535-0000,59,535,0,1,Single Family,55 Calla St,02905
102-0213-0000,102,213,0,3,Apartment Building,20 Harwol Ct,02904
065-0198-0000,65,198,0,13,Residential Vacant Land,110 Harold St,02909
117-0509-0000,117,509,0,83,44-3-9 Stb,71 Winrooth Ave,02908
018-0008-0208,18,8,208,23,Residential Condo,555 South Water St,02906
064-0131-0000,64,131,0,13,Residential Vacant Land,70 Fairview St,02908
005-0471-0000,5,471,0,2,2 -5 Family,85 Rochambeau Ave,02906
065-0345-0000,65,345,0,1,Single Family,19 Geneva St,02909
017-0002-0000,17,2,0,79,School,455 Wickenden St,02906
023-0938-8LAW,23,938,8LAW,12,Miscellaneous,98 Somerset St,02905
025-0040-0000,25,40,0,7,Industrial,236 Dean St,02909
025-0249-0007,25,249,7,24,Commercial Condo,711 Westminster St,02909
070-0163-0000,70,163,0,14,CI Vacant Land,9 Coggeshall St,02904
029-0473-0000,29,473,0,14,CI Vacant Land,60 Battey St,02909
059-0286-0000,59,286,0,1,Single Family,31 Homer St,02905
004-0135-0000,4,135,0,6,Commercial II,194 Smith St,02908
100-0062-0000,100,62,0,5,Commercial I,375 Charles St,NA
012-0457-0000,12,457,0,79,School,137 George St,NA
010-0089-0000,10,89,0,3,Apartment Building,12 Cady St,02906
033-0267-0000,33,267,0,13,Residential Vacant Land,118 Almy St,02909
037-0013-0000,37,13,0,14,CI Vacant Land,222 Oak St,02909
072-0443-0000,72,443,0,1,Single Family,140 Chatham St,02904
065-0499-0000,65,499,0,3,Apartment Building,145 Regent Ave,02909
051-0324-0000,51,324,0,78,Municipal,425 Adelaide Ave,02905
046-0284-0000,46,284,0,72,Church,233 Public St,02905
036-0315-0000,36,315,0,3,Apartment Building,21 Chapin Ave,02909
012-0217-0000,12,217,0,79,School,48 College St,02903
057-0317-0000,57,317,0,13,Residential Vacant Land,170 Rugby St,02905
053-0034-0000,53,34,0,6,Commercial II,565 Prairie Ave,02905
068-0743-0000,68,743,0,13,Residential Vacant Land,26 Washburn St,02908
073-0275-0000,73,275,0,6,Commercial II,738 Hope St,02906
043-0086-0000,43,86,0,2,2 -5 Family,527 Dexter St,02907
067-0161-0000,67,161,0,13,Residential Vacant Land,138 West Park St,02908
044-0372-0000,44,372,0,14,CI Vacant Land,160 Elmwood Ave,02907
052-0335-0000,52,335,0,2,2 -5 Family,4 Gwinett Ct,02907
043-0728-0000,43,728,0,1,Single Family,142 Waldo St,02907
084-0367-0000,84,367,0,13,Residential Vacant Land,57 Rowan St,02901
121-0001-0000,121,1,0,80,State,3r Ferncrest Blvd,02908
045-0621-0000,45,621,0,2,2 -5 Family,344 Blackstone St,02905
085-0639-0000,85,639,0,13,Residential Vacant Land,32 Enfield Ave,02908
032-0203-0002,32,203,2,23,Residential Condo,8 Slocum St,02909
044-0538-0000,44,538,0,2,2 -5 Family,165 Princeton Ave,02907
049-0600-0000,49,600,0,5,Commercial I,839 Broad St,02904
070-0490-0000,70,490,0,2,2 -5 Family,21 Suffolk St,02904
070-0067-0000,70,67,0,2,2 -5 Family,25 Grape St,02904
032-0007-0000,32,7,0,6,Commercial II,392 Broadway St,02909
105-0014-0000,105,14,0,14,CI Vacant Land,13 Stokes St,02909
044-0663-0000,44,663,0,2,2 -5 Family,55 Bellevue Ave,02907
053-0161-0000,53,161,0,13,Residential Vacant Land,577 Prairie Ave,02905
069-0032-0000,69,32,0,2,2 -5 Family,94 Ruggles St,02908
079-0383-0000,79,383,0,1,Single Family,945 Admiral St,02908
049-0574-LL01,49,574,LL01,14,CI Vacant Land,389 Elmwood Ave,02903
039-0516-0000,39,516,0,2,2 -5 Family,53 University Ave,02906
045-0835-0000,45,835,0,78,Municipal,28 Mt Vernon,NA
026-0387-0000,26,387,0,3,Apartment Building,18 Spruce St,02901
063-0575-0000,63,575,0,14,CI Vacant Land,140 Aleppo,02909
068-0510-0000,68,510,0,13,Residential Vacant Land,63 Wayne St,02901
049-0347-0000,49,347,0,1,Single Family,49 Congress Ave,02907
100-0063-0000,100,63,0,6,Commercial II,9 Silver Spring St,02904
047-0665-0000,47,665,0,14,CI Vacant Land,172 Bay St,02905
049-0100-0000,49,100,0,13,Residential Vacant Land,56 Greenwich St,02907
063-0249-0000,63,249,0,13,Residential Vacant Land,61 Joslin St,02909
070-0173-0000,70,173,0,13,Residential Vacant Land,45 Coggeshall St,02908
105-0307-0000,105,307,0,4,Combination,16 Pocasset Ave,02909
042-0406-0000,42,406,0,14,CI Vacant Land,194 Union Ave,02909
030-0394-0000,30,394,0,7,Industrial,42 Westfield St,02907
081-0173-0000,81,173,0,13,Residential Vacant Land,30 Lucille St,02908
018-0121-0000,18,121,0,72,Church,90 Brook St,02903
021-0076-005F,21,76,005F,23,Residential Condo,28 Bassett St,NA
053-0347-0000,53,347,0,13,Residential Vacant Land,196 Early St,02907
042-0325-0000,42,325,0,1,Single Family,9 Buffalo Ct,02907
016-0371-0000,16,371,0,2,2 -5 Family,176 Transit St,02906
045-0499-0000,45,499,0,2,2 -5 Family,108 Chester Ave,02905
083-0276-00TX,83,276,00TX,14,CI Vacant Land,612 Academy Ave,02901
060-0156-0000,60,156,0,1,Single Family,146 Warrington St,02907
037-0382-0000,37,382,0,2,2 -5 Family,125 Hudson St,02907
070-0212-0000,70,212,0,13,Residential Vacant Land,30 Forsyth St,02901
052-0207-0000,52,207,0,2,2 -5 Family,85 Ontario St,02907
031-0375-0000,31,375,0,14,CI Vacant Land,29 Althea St,02907
055-0016-0000,55,16,0,6,Commercial II,520 Allens Ave,02905
025-0319-0000,25,319,0,14,CI Vacant Land,38 Aborn St,02903
107-0302-0000,107,302,0,5,Commercial I,417 Plainfield St,02909
053-0078-0000,53,78,0,1,Single Family,201 Gallup St,02905
072-0032-0000,72,32,0,13,Residential Vacant Land,11 Hall St,02904
008-0143-0000,8,143,0,1,Single Family,9 Phillips St,02906
079-0703-0000,79,703,0,3,Apartment Building,976 Douglas Ave,02904
080-0481-0000,80,481,0,13,Residential Vacant Land,47 Klondike St,02909
033-0395-0000,33,395,0,14,CI Vacant Land,45 Helme St,02909
030-0027-0000,30,27,0,7,Industrial,272 Cranston St,02907
005-0315-0000,5,315,0,13,Residential Vacant Land,1 Steele St,02906
045-0714-0000,45,714,0,1,Single Family,28 St James St,02905
014-0121-0001,14,121,1,23,Residential Condo,23 Pitman St,NA
070-0009-0000,70,9,0,4,Combination,387 Admiral St,02904
063-0417-0000,63,417,0,13,Residential Vacant Land,13 Curtis St,02909
071-0430-0000,71,430,0,13,Residential Vacant Land,39 Chatham St,02904
045-0911-0000,45,911,0,6,Commercial II,246 Prairie Ave,02905
048-0295-8LAW,48,295,8LAW,12,Miscellaneous,101 Potters Ave,02905
016-0517-0000,16,517,0,14,CI Vacant Land,116 Power St,02906
034-0133-0000,34,133,0,13,Residential Vacant Land,0 Baltimore St,02909
045-0045-0000,45,45,0,75,Hospital,190 Dudley St,02905
043-0179-0000,43,179,0,14,CI Vacant Land,9 Seabury St,02907
031-0459-0000,31,459,0,2,2 -5 Family,85 Ford St,02907
051-0291-0000,51,291,0,1,Single Family,106 Crescent St,02905
037-0438-0000,37,438,0,2,2 -5 Family,138 Wendell St,02907
031-0088-0000,31,88,0,7,Industrial,297 Dexter St,02907
078-0233-0000,78,233,0,3,Apartment Building,897 Branch Ave,NA
056-0357-0000,56,357,0,78,Municipal,1 Harborside Blvd,02905
085-0152-0000,85,152,0,1,Single Family,308 Nelson St,02908
085-0379-0000,85,379,0,1,Single Family,33 Rome Ave,02908
058-0803-0000,58,803,0,14,CI Vacant Land,1215 Eddy St,02905
005-0513-0000,5,513,0,2,2 -5 Family,44 Woodbine St,02906
051-0225-0000,51,225,0,1,Single Family,350 Adelaide Ave,02905
061-0423-0000,61,423,0,13,Residential Vacant Land,104 Sinclair Ave,02905
074-0401-0000,74,401,0,7,Industrial,25 Royal Little Dr,NA
022-0304-0000,22,304,0,80,State,145 Crary St,02905
063-0180-0000,63,180,0,2,2 -5 Family,11 Covell St,02909
035-0304-0000,35,304,0,13,Residential Vacant Land,38 Meader St,02909
088-0132-0000,88,132,0,5,Commercial I,50 Cadillac Dr,02907
038-0002-0000,38,2,0,75,Hospital,305 Blackstone Blvd,02906
070-0019-0000,70,19,0,2,2 -5 Family,15 Hawkins St,02904
070-0543-0000,70,543,0,2,2 -5 Family,11 Pumgansett St,02904
052-0551-0000,52,551,0,2,2 -5 Family,125 Hamilton St,02907
029-0469-0000,29,469,0,71,Charitable,32 Haskins St,02905
063-0493-0000,63,493,0,3,Apartment Building,288 Manton Ave,02909
028-0844-0000,28,844,0,2,2 -5 Family,246 Federal St,02909
045-0506-0000,45,506,0,72,Church,78 Chester Ave,02907
081-0330-0000,81,330,0,14,CI Vacant Land,540 Admiral St,02904
086-0506-0000,86,506,0,1,Single Family,175 Freeman Pkwy,02906
032-0421-0000,32,421,0,2,2 -5 Family,12 Dexter St,02907
086-0556-0001,86,556,1,23,Residential Condo,169 Emeline St,02906
077-0053-0000,77,53,0,13,Residential Vacant Land,29 Como St,02904
070-0081-0000,70,81,0,2,2 -5 Family,13 Ceres St,02904
097-0359-0000,97,359,0,14,CI Vacant Land,705 Charles St,02904
026-0190-0000,26,190,0,2,2 -5 Family,10 Pequot St,02909
007-0113-0000,7,113,0,2,2 -5 Family,53 Savoy St,02906
039-0191-0000,39,191,0,3,Apartment Building,127 Elmgrove Ave,02906
023-0293-0000,23,293,0,2,2 -5 Family,289 Point St,02905
067-0410-0000,67,410,0,4,Combination,202 Smith St,02908
032-0096-0000,32,96,0,72,Church,6 Armenia St,02909
054-0020-0000,54,20,0,2,2 -5 Family,176 Briggs St,02905
031-0140-0000,31,140,0,2,2 -5 Family,110 Ford St,02907
035-0537-0000,35,537,0,5,Commercial I,1890 Westminster St,02909
045-0843-0000,45,843,0,2,2 -5 Family,15 Harvard Ave,02905
031-0425-0000,31,425,0,2,2 -5 Family,94 Althea St,02907
018-0175-0000,18,175,0,2,2 -5 Family,12 Traverse St,02906
043-0219-0000,43,219,0,13,Residential Vacant Land,19 Chambers St,02907
077-0117-0000,77,117,0,2,2 -5 Family,28 Amory St,02904
017-0537-0000,17,537,0,14,CI Vacant Land,490 Wickenden St,02906
048-0565-0000,48,565,0,13,Residential Vacant Land,44 Harriet St,02905
065-0139-0000,65,139,0,2,2 -5 Family,60 Harold St,02909
068-0599-0000,68,599,0,2,2 -5 Family,261 Orms St,02908
021-0284-0000,21,284,0,6,Commercial II,111 Point St,02905
075-0016-0000,75,16,0,72,Church,190 Collyer St,NA
025-0277-8LAW,25,277,8LAW,12,Miscellaneous,254 Washington St,02903
045-0878-8LAW,45,878,8LAW,12,Miscellaneous,50 Harvard Ave,02905
031-0529-0000,31,529,0,2,2 -5 Family,117 Hanover St,02907
017-0234-0000,17,234,0,78,Municipal,80 Governor St,02906
062-0585-8LAW,62,585,8LAW,12,Miscellaneous,2 Bowdoin St,02909
067-0511-0000,67,511,0,2,2 -5 Family,148 Bath St,02908
069-0264-0000,69,264,0,5,Commercial I,17 Camden Ave,02908
046-0400-0000,46,400,0,5,Commercial I,801 Eddy St,02905
014-0104-0000,14,104,0,6,Commercial II,93 Pitman St,02906
057-0326-0000,57,326,0,7,Industrial,1139 Eddy St,02905
081-0427-0000,81,427,0,1,Single Family,302 Eaton St,02908
054-0832-0000,54,832,0,13,Residential Vacant Land,3 Dayton Ct,02905
078-0248-0000,78,248,0,13,Residential Vacant Land,40 Andy,02904
084-0216-0000,84,216,0,2,2 -5 Family,302 Academy Ave,02909
048-0311-0000,48,311,0,78,Municipal,34-36 Saratoga St,02905
048-0970-0000,48,970,0,79,School,94 Gordon Ave,02905
025-0342-0000,25,342,0,6,Commercial II,133 Mathewson St,02901
008-0287-0000,8,287,0,13,Residential Vacant Land,9 Daggett Ct,02906
048-1106-0000,48,1106,0,78,Municipal,72 Burnside St,02905
113-0001-0000,113,1,0,80,State,17 Ruth St,02909
068-0808-0000,68,808,0,78,Municipal,22 Derry St,02908
028-0933-0000,28,933,0,5,Commercial I,245 Carpenter St,02909
067-0534-0000,67,534,0,14,CI Vacant Land,80 West Park,02908
019-0102-000C,19,102,000C,24,Commercial Condo,100 Exchange St Unit C,NA
076-0415-0000,76,415,0,2,2 -5 Family,140 Suffolk St,02908
065-0642-0000,65,642,0,13,Residential Vacant Land,26 Boyd St,02901
003-0088-0000,3,88,0,13,Residential Vacant Land,25 Douglas Ave,02908
042-0005-0000,42,5,0,14,CI Vacant Land,349 Huntington Ave,02909
043-0436-0000,43,436,0,13,Residential Vacant Land,90 Burnett St,02907
047-0741-0000,47,741,0,1,Single Family,396 Cahill St,02905
076-0405-0000,76,405,0,2,2 -5 Family,189 Admiral St,02904
046-0489-0000,46,489,0,14,CI Vacant Land,186 Allens Ave,02901
049-0538-0000,49,538,0,2,2 -5 Family,602 Public St,02907
028-0943-0000,28,943,0,2,2 -5 Family,186 Federal St,02909
030-0686-0000,30,686,0,83,44-3-9 Stb,41 Central St,02907
065-0904-0000,65,904,0,14,CI Vacant Land,16 Aurora St,02909
076-0223-0000,76,223,0,13,Residential Vacant Land,17 Yorkshire St,02904
125-0013-0000,125,13,0,7,Industrial,37 Narragansett Ave,02907
070-0688-0000,70,688,0,14,CI Vacant Land,11 Berkshire St,02904
084-0070-0000,84,70,0,2,2 -5 Family,34 Grosvenor Ave,02908
043-0810-0000,43,810,0,2,2 -5 Family,95 Waldo St,02907
086-0414-0000,86,414,0,13,Residential Vacant Land,559 Wayland Ave,02906
042-0349-0000,42,349,0,3,Apartment Building,3 Linwood Ave,02907
045-0402-0000,45,402,0,78,Municipal,11 Milk St,02905
010-0284-0000,10,284,0,79,School,84 Brown St,02906
080-0608-0000,80,608,0,13,Residential Vacant Land,58 Walsh,02901
017-0191-002A,17,191,002A,24,Commercial Condo,396 Wickenden St,02906
016-0344-0001,16,344,1,23,Residential Condo,395 Benefit St,02906
084-0119-0000,84,119,0,2,2 -5 Family,60 Rankin Ave,02908
030-0589-0000,30,589,0,72,Church,100 Elmwood Ave,02907
042-0177-0000,42,177,0,1,Single Family,89 Sorrento St,02907
018-0008-U010,18,8,U010,24,Commercial Condo,113 Wickenden St,02903
061-0441-0000,61,441,0,84,Amtrak NRR,101 Roger Williams Ave,02907
068-0543-0000,68,543,0,71,Charitable,61 Lydia St,02908
021-0021-000C,21,21,000C,24,Commercial Condo,116 Chestnut St,02903
081-0300-0000,81,300,0,79,School,1 Sandringham Ave,02908
015-0097-0007,15,97,7,23,Residential Condo,19 South Angell,02906
043-0394-0000,43,394,0,2,2 -5 Family,794 Potters Ave,02907
080-0830-0000,80,830,0,1,Single Family,10 Herschel St,02909
069-0553-0000,69,553,0,72,Church,621 Chalkstone Ave,NA
017-0440-0000,17,440,0,4,Combination,117 Ives St,02906
028-0246-0000,28,246,0,2,2 -5 Family,85 America St,02903
061-0185-0000,61,185,0,2,2 -5 Family,194 Narragansett Ave,02907
031-0457-0000,31,457,0,72,Church,121 Ford St,02907
006-0134-0000,6,134,0,2,2 -5 Family,147 Cypress St,02906
043-0255-0000,43,255,0,1,Single Family,496 Huntington Ave,02907
096-0321-00EX,96,321,00EX,72,Church,381 Manton Ave,02909
065-0131-0000,65,131,0,2,2 -5 Family,30 Harold St,02909
063-0597-8LAW,63,597,8LAW,12,Miscellaneous,267-273 Amherst St,02909
065-0395-0000,65,395,0,2,2 -5 Family,61 Canton St,02908
034-0002-0000,34,2,0,6,Commercial II,883 Manton Ave,02909
035-0257-0000,35,257,0,84,Amtrak NRR,1789 Westminster St,02909
053-0532-0000,53,532,0,2,2 -5 Family,34 Adelaide Ave,02907
068-0850-0000,68,850,0,7,Industrial,10 Admiral St,02908
006-0150-0000,6,150,0,13,Residential Vacant Land,73 Larch St,02906
043-0575-0000,43,575,0,13,Residential Vacant Land,762 Cranston St,02907
069-0346-0000,69,346,0,2,2 -5 Family,46 Malbone St,02908
053-0015-0001,53,15,1,71,Charitable,31 Elma St,02905
060-0185-0000,60,185,0,7,Industrial,820 Elmwood Ave,02907
045-0077-0012,45,77,12,75,Hospital,120 Dudley St,02905
005-0223-0000,5,223,0,14,CI Vacant Land,232 Camp St,02906
069-0287-0000,69,287,0,2,2 -5 Family,362 Douglas Ave,02908
020-0087-0000,20,87,0,14,CI Vacant Land,18 Custom House St,02903
036-0040-0000,36,40,0,2,2 -5 Family,92 Hudson St,02907
079-0661-0000,79,661,0,78,Municipal,1 Recreation Way,02908
044-0305-0000,44,305,0,2,2 -5 Family,89 Wesleyan Ave,02907
109-0069-0000,109,69,0,14,CI Vacant Land,619 Union Ave,02909
033-0343-0000,33,343,0,14,CI Vacant Land,22 De Soto St,02901
029-0360-0000,29,360,0,14,CI Vacant Land,234 Broad St,02905
043-0621-0000,43,621,0,72,Church,146 Wadsworth St,02901
066-0062-0000,66,62,0,2,2 -5 Family,50 Regent Ave,02909
024-0653-0000,24,653,0,79,School,10 Abbott Park,02903
007-0249-0000,7,249,0,1,Single Family,122 Fosdyke St,02906
061-0528-0000,61,528,0,6,Commercial II,24 Pontiac Ave,02905
037-0494-0000,37,494,0,2,2 -5 Family,113 Ellery St,02907
079-0437-0000,79,437,0,1,Single Family,111 Lubec St,02904
033-0414-0000,33,414,0,2,2 -5 Family,99 Ridge St,02909
009-0278-0000,9,278,0,2,2 -5 Family,163 Prospect St,02906
031-0129-0000,31,129,0,6,Commercial II,472 Cranston St,02907
043-0989-0000,43,989,0,13,Residential Vacant Land,30 Madison St,02907
020-0403-0000,20,403,0,80,State,239 Dyer St,02903
048-0420-0000,48,420,0,2,2 -5 Family,474 Public St,NA
010-0143-0001,10,143,1,23,Residential Condo,109 Pratt St,02906
071-0241-0000,71,241,0,7,Industrial,106 Touro St,02904
058-0781-0000,58,781,0,2,2 -5 Family,315 New York Ave,02905
035-0023-0000,35,23,0,13,Residential Vacant Land,124 Tobey St,02909
028-0992-0000,28,992,0,5,Commercial I,351 Atwells Ave,NA
031-0234-0000,31,234,0,2,2 -5 Family,44 Hollis St,02907
052-0042-0000,52,42,0,2,2 -5 Family,60 Congress Ave,02907
052-0004-0000,52,4,0,3,Apartment Building,99 Melrose St,02907
035-0144-0000,35,144,0,2,2 -5 Family,41 Oak St,02907
070-0702-0000,70,702,0,6,Commercial II,395 Admiral St,02904
071-0126-0000,71,126,0,4,Combination,533 Branch Ave,02904
014-0325-0000,14,325,0,6,Commercial II,149 Gano St,02906
043-0315-0000,43,315,0,2,2 -5 Family,28 Anthony Ave,02907
079-0683-B202,79,683,B202,23,Residential Condo,200 Sunbury St,02908
010-0218-0000,10,218,0,78,Municipal,62 Congdon St,02906
030-0427-0000,30,427,0,72,Church,18 Parkis Ave,02903
066-0117-0000,66,117,0,2,2 -5 Family,446 Valley St,02909
016-0605-0041,16,605,41,23,Residential Condo,230 South Main Unit 41,02906
025-0322-003C,25,322,003C,23,Residential Condo,373 Westminster St,02903
043-0565-0000,43,565,0,2,2 -5 Family,100 Mawney St,02907
087-0342-0000,87,342,0,2,2 -5 Family,302 Vermont Ave,02905
037-0471-0000,37,471,0,13,Residential Vacant Land,102 Ellery St,02907
101-0278-0000,101,278,0,14,CI Vacant Land,156 Carolina Ave,02905
044-0714-0000,44,714,0,13,Residential Vacant Land,77 Whitmarsh St,02907
110-0326-0000,110,326,0,72,Church,84 Silver Lake Ave,02909
034-0096-0000,34,96,0,13,Residential Vacant Land,57 Perrin,02909
074-0025-0000,74,25,0,2,2 -5 Family,129 Silver Spring St,02904
010-0246-0000,10,246,0,79,School,62 Prospect St,02906
